miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39
hsa-miR-328-3p	55.960578	17.136634	15.379652	32.852401	18.058819	18.553437	9.147564	11.888072	31.680855	18.01681	16.070899	13.426183	10.219116	15.296323	13.01344	14.40699	6.978922	19.436107	34.870277	14.870795	8.082593	14.640685	13.479144	12.561604	13.30162	19.032177	11.535611	9.802328	17.947344	11.109759	13.785622	21.963913	82.195517	14.049135	14.688955	21.029335	16.73455	25.955037	13.993226	25.196678	8.384652	13.536209	7.90592	17.756259	13.116171	6.892932	11.490556	17.178448	12.481466	10.16972	10.773424	5.84786	7.239683	4.867351	6.960906	5.892294	15.504727	11.371441	11.491565	14.237433	15.254846	18.210609	16.219731	13.202292	15.170607	15.445318	6.940891	9.246435	8.564648	13.066499	10.037784	8.200945	11.403098	12.323708	10.370465	11.064091	7.926695	4.68716
hsa-miR-330-3p	7.401238	14.379015	8.612605	9.938542	7.652043	5.08011	4.892882	3.207894	6.554661	4.203923	7.031018	3.222285	2.919747	12.679846	3.84488	10.437718	4.911093	6.308211	6.411126	2.722822	6.501217	6.028517	4.621421	10.828966	7.11482	6.71724	6.99128	4.356587	8.157884	3.809061	10.458057	11.243431	3.73616	8.572354	8.813374	9.377946	12.600131	13.933756	9.780213	6.729547	3.144245	7.809349	5.448677	3.015215	3.483982	4.637064	3.93962	2.584368	4.221673	3.5068	2.500975	3.132783	5.463912	3.55185	2.445725	3.894905	7.329507	5.68572	6.653012	6.327748	3.93166	5.505532	4.409247	3.635414	4.494995	5.080698	2.005146	2.931796	5.092494	4.355499	4.647123	5.984472	3.62216	3.830342	2.109247	3.556314	4.471469	1.810947
hsa-miR-330-5p	30.327023	121.729192	29.939057	74.81513	22.956124	19.657808	27.442692	17.171658	100.504782	21.019613	29.798126	18.796655	20.438231	114.72243	37.265758	43.367985	26.364812	55.921432	85.377453	28.275454	22.842107	38.32415	28.498762	42.882714	42.998259	37.691173	50.686771	15.792638	39.157846	47.295837	33.037956	60.400763	23.164191	17.144706	45.402224	73.602671	116.944972	67.756304	56.123368	24.883676	14.074236	47.376733	19.871636	22.949128	21.928598	23.561297	27.249029	19.458773	19.089301	25.774981	21.73923	23.182588	19.806676	24.994507	22.764044	22.870088	42.567526	26.123582	14.515663	22.5991	17.77111	18.845862	16.377205	17.220378	35.210793	20.526014	19.434496	27.062733	22.22179	25.649053	29.36981	39.896491	17.842494	19.484783	15.64358	22.128181	28.25155	13.102742
hsa-miR-331-3p	40.797066	63.425243	18.865707	53.005555	21.731798	56.10206	24.889883	34.720715	55.714609	54.050434	26.450022	18.796655	40.584487	31.598983	35.195439	11.76081	18.0935	21.311522	13.134993	8.377913	9.839677	19.592683	35.045775	33.353222	45.31831	25.189647	27.615551	18.379365	32.223645	71.102466	36.603204	27.193416	32.130975	40.004316	33.651061	88.664221	34.650363	96.170239	16.701591	18.310631	4.940956	6.768104	9.722147	11.390808	13.116169	7.394237	8.535842	13.225885	9.3611	5.08486	9.041982	6.056711	8.05927	9.076952	5.267713	5.392946	16.914248	11.832446	5.241767	8.135676	10.379584	10.587563	12.12543	13.393629	11.612069	9.348481	3.85605	13.75689	7.407264	9.678889	9.666014	11.525652	8.183399	9.992196	6.151969	4.741753	5.69096	3.408843
hsa-miR-331-5p	7.401238	3.939456	2.460744	2.484638	2.754736	3.754862	1.914606	3.585294	5.462218	8.708125	4.352533	5.10195	5.839496	5.031684	4.73216	1.91113	1.809352	2.386889	1.09458	2.722823	3.86559	3.229561	3.851183	5.197902	3.71208	2.79885	6.292152	3.26744	6.934199	9.205232	4.515978	3.399175	4.857008	5.476782	2.403648	4.262703	4.331294	11.201649	3.761621	3.130021	1.197808	1.56187	2.884593	1.842632	3.483982	1.378586	3.775469	1.064153	2.569714	0.8767	1.92383	0.626556	3.141751	1.44705	0.752531	1.49804	0.563808	1.383012	2.822489	2.25991	1.729929	3.811524	2.047149	1.530702	1.123746	2.03228	0.925452	2.255229	1.851816	1.935777	1.85885	2.438118	0.939078	1.665368	1.757706	2.173303	1.219494	0.639156
hsa-miR-335-3p	218.60729	49.83412	52.29082	155.979884	114.474542	94.092431	161.039673	33.022419	229.777236	348.925582	80.354496	48.602778	37.080789	63.399238	44.363999	40.427782	144.489508	128.721588	128.144363	54.246984	99.626727	241.786629	138.25751	106.123889	107.186309	114.006469	130.387349	23.008241	125.223526	201.245373	109.571928	220.423561	59.404942	94.057764	33.65106	118.787323	182.308155	533.034479	43.183397	78.876559	41.324351	43.211747	52.884193	67.674799	88.534151	59.780527	76.986716	63.088989	133.441556	52.777342	59.061451	67.459246	27.319555	89.980227	68.668397	46.439263	60.045584	59.776903	57.457835	56.045768	145.62874	40.867993	77.949196	119.585962	82.78282	32.110004	42.725043	112.986911	60.184016	92.433383	91.083585	138.307834	117.653135	132.729672	64.332026	97.601088	60.364825	110.787412
hsa-miR-335-5p	38.089297	8.469831	5.331612	17.39245	20.813553	18.111689	11.700372	2.641794	7.647104	19.217931	16.070897	7.787187	5.255547	12.478579	4.4364	10.437717	6.461967	17.049218	13.995021	3.770061	7.906884	19.807986	16.945207	10.179228	8.81619	24.256696	19.57558	7.760176	8.973671	15.871085	11.646474	18.30326	9.3404	8.810476	2.67072	7.672866	10.828237	20.49082	7.071845	24.101169	25.902581	18.22182	31.089497	18.258795	18.854493	17.044342	19.369792	15.50621	25.330034	12.2738	11.350572	28.195042	11.610811	22.626607	19.189525	14.580929	17.75996	21.206204	19.354218	25.536983	33.183222	11.646319	29.447473	19.707767	24.722471	21.745382	15.269961	11.501662	18.286682	14.034387	25.466228	21.721423	30.050515	17.486344	13.885874	29.635958	22.560592	28.442538
hsa-miR-337-3p	28.160807	7.68194	15.17459	32.024189	8.570287	8.614097	16.167787	10.189775	16.38665	5.104764	13.057605	13.963229	16.934533	22.743217	10.64736	4.998343	10.339142	14.832819	4.612884	14.033003	7.028341	4.090779	21.181513	16.460032	4.02142	4.10498	0.349564	41.251462	9.789461	4.126483	0.475366	3.922127	73.60235	5.000539	8.012158	2.557622	3.93754	3.278531	57.928948	9.390066	4.641504	18.742444	6.62388	8.375595	13.32111	12.031301	6.730183	6.080868	8.259794	8.06564	4.809565	7.518677	9.425246	6.182851	4.515183	4.693862	9.866645	3.073363	2.620883	6.327748	5.661591	8.046548	5.669032	7.844841	6.180618	2.641963	5.089986	2.931796	2.083293	3.871555	6.134201	5.762826	3.890468	6.494927	3.691182	13.434967	7.316949	2.024
hsa-miR-337-5p	0.361036	0	0	0	0	0	0	0.3774	0	0	0	0.268524	0	0.201267	0	0	0	0.681968	0.156369	0	0	0	0	0	0.30934	0	0	0	0	0	0	0	0.747232	0	0	0	0	0	0.30093	0	0	0	0.106837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175771	0	0	0
hsa-miR-338-3p	121.849645	376.612001	90.637421	650.698378	599.001808	43.953976	283.787218	106.803941	609.947499	292.172625	200.21662	397.146453	74.161581	480.224069	149.950313	136.719407	140.870811	169.980693	1015.772779	72.259496	651.00003	384.53332	90.887943	352.158051	343.367395	404.153867	118.502174	88.22095	127.67089	198.706	890.598728	103.805638	53.05347	642.688368	280.69257	359.487951	237.827484	649.695535	154.376878	1124.773483	736.20227	310.291579	804.373899	570.712959	457.016565	606.452761	1092.259308	1129.368913	658.947983	460.968876	961.912868	590.425048	315.131045	512.124309	255.107802	458.799934	590.589193	652.013897	863.077172	583.73475	824.233501	534.67194	1039.480085	933.344509	721.446669	490.388847	562.05797	272.657033	985.86046	853.677954	586.466762	803.470996	1144.468525	785.220081	1086.96512	333.898455	740.637762	500.141254
hsa-miR-338-5p	3.068806	13.197178	3.896178	22.91386	12.85543	0.662623	11.700373	2.830494	22.94131	11.110367	2.343673	12.620611	2.627773	19.321672	6.50672	6.321435	6.461965	4.262304	16.027816	0.628344	13.17814	12.702948	2.695829	12.994761	10.51756	20.524897	8.739098	3.812016	8.565778	13.014291	70.354208	4.183602	2.615312	46.671701	12.285308	13.640649	12.206377	18.305131	2.557902	50.393356	26.651211	10.933092	32.2647	20.603962	11.681588	14.9138	37.918831	39.981697	30.653013	18.06002	37.899368	19.214398	18.304101	19.995606	11.852354	23.469303	35.519922	41.644064	39.111648	22.5991	29.723358	23.080887	37.478603	31.762033	34.461626	31.703548	15.886929	7.442252	31.712346	32.908221	19.146142	26.154366	34.745908	19.484783	32.517554	16.398563	27.641804	17.25727
hsa-miR-339-3p	17.329728	17.924525	11.688534	23.466002	16.222329	22.3083	7.871159	12.83157	11.288583	11.110367	11.048742	13.963228	13.430838	14.088719	20.40744	14.259981	12.148494	19.436108	14.776866	6.492883	28.640488	11.626428	12.708906	18.409244	11.44558	14.367428	31.810319	13.478198	27.736807	35.551234	31.84954	23.532763	11.955712	20.240279	5.875583	16.766633	14.175147	19.944397	15.497874	15.180607	10.181362	20.304314	14.422963	6.532965	11.681589	10.77804	11.654705	9.425343	8.626896	8.24098	8.8496	11.69572	10.518031	21.311107	5.643979	6.791118	12.967589	11.52511	10.685141	27.11892	11.165917	15.881344	11.967957	9.566878	8.989989	18.696964	7.866343	9.69748	11.57385	8.227055	11.338976	12.633889	6.439395	6.161855	11.77663	10.273799	11.991665	8.948214
hsa-miR-339-5p	57.58524	8.469831	14.969529	26.226707	18.977064	77.96861	14.253181	25.851838	52.437278	17.71653	33.481041	23.63008	18.686382	12.881115	7.68976	8.967616	7.754357	20.118076	11.727672	8.377912	16.69231	18.731466	29.268998	9.312912	16.39502	16.233327	5.24346	21.102233	42.013104	10.792338	15.21172	15.16556	32.504591	8.096111	6.142654	11.083028	14.962656	33.058521	21.817395	27.544196	10.331089	7.288728	14.743473	8.208083	13.526051	8.020868	10.833951	7.29704	8.443345	9.99438	4.424799	5.430155	2.322162	7.235252	2.06946	2.796342	7.047604	5.071048	4.838554	8.813649	8.492388	15.881344	21.888764	12.628279	5.806036	4.064557	5.398471	6.314638	6.94431	4.839444	6.87774	7.536004	6.439396	7.660684	5.624659	4.54418	11.381918	3.515369
hsa-miR-33a-3p	0.90259	2.166702	0.615186	1.104283	1.530408	4.196611	1.489138	1.698296	0	0	2.008862	3.222285	1.459874	2.616476	1.18304	0.58804	0	2.38689	0.469106	0.418896	0.527126	1.076521	4.236302	1.732635	1.39203	1.8659	0.699128	1.089147	1.631577	0.634844	0.475366	1.307375	2.988928	0.952484	0.267072	0.28418	0.393754	0.546422	1.805578	2.817019	1.347533	2.082494	0.961531	2.177655	2.049401	0.501304	0	1.520217	0.734204	1.40272	1.346678	1.253113	1.639174	0.92085	0.376265	1.098563	2.819041	1.383013	0.403213	0.903964	1.100865	1.058757	1.417258	2.870063	2.060205	0.812912	1.696662	0.225523	1.388862	1.451833	0.743539	1.994824	1.073233	0.49961	1.230394	1.97573	1.829238	0.426105
hsa-miR-33a-5p	15.524547	5.318265	2.665806	6.901765	5.203389	26.284036	6.382021	16.228161	26.218639	11.410648	22.767108	8.324233	15.182686	4.226615	17.745599	0.73505	3.360221	35.291879	12.587701	7.749569	3.865588	4.306084	11.553552	6.280802	7.26949	9.142908	1.74782	7.89632	5.302625	7.618122	4.753662	2.876227	10.834864	6.667387	6.94387	16.198272	5.906311	25.955036	4.814874	11.737583	2.695067	0	2.670919	2.010143	2.049401	0.877282	2.133961	6.080866	3.303918	1.22738	2.116209	3.132781	1.775771	1.18395	0.376265	2.896212	3.664753	0.768341	1.411245	2.033919	3.145329	1.69401	4.409247	2.678726	3.93312	1.829052	1.233936	1.57866	1.620339	1.935777	2.788273	3.546355	3.756314	1.998439	1.757706	1.383011	1.219492	1.17179
hsa-miR-33b-3p	0.361036	0.984864	0.820248	0.276071	0.306082	0	0.425468	0.1887	1.456592	0.60056	0.669621	0	0	1.61014	1.4788	0.735051	1.292393	0.170492	0.156369	0	0.175709	0.430608	0.385118	0.433159	0.30934	0.55977	1.048692	0.272287	0.407894	2.856796	0.475366	0.261475	0	0	0	1.136721	1.181262	4.644586	0.30093	0	0	0.520623	0.320511	0.167512	0	0.250652	0.164151	0	0	0.35068	0.192383	0	0	0	0.188133	0.199738	0	0.461004	0	0.225991	0	0	0	0.191338	0.187291	0.203228	0	0.451046	0	0	0.185885	0.443294	0.268308	0.333073	0	0.197573	0.203249	0
hsa-miR-33b-5p	1.624662	4.924319	2.255682	0.828212	0.612164	0.662623	1.276404	1.132198	8.739546	2.702521	1.004431	2.416713	2.335797	1.006337	2.36608	0.44103	0.775436	7.501655	5.942021	1.256688	1.229961	1.076521	1.925592	1.732635	1.70137	1.30613	0.699128	0.680717	2.447365	6.665857	3.089881	1.307375	8.966784	0.952484	3.471936	6.820325	1.771893	13.933757	1.354184	2.191015	0.598904	0	0.534185	0.167512	0.61482	0	0	0.456065	0	0.52602	0.192383	0.626556	0.273196	0.5262	0	0.599216	0.281904	0.614672	0	0.451982	0.157266	0.211751	0.944838	0.191338	0.374582	0.203228	0.154242	0.451046	0.231477	0	0.185885	0.221647	0.134154	0.832683	0	0	0.609746	0.106526
hsa-miR-340-3p	6.498648	0.590919	3.07593	4.41713	4.897307	7.067975	2.340074	1.886996	5.826364	8.708126	9.7095	2.416714	4.087646	5.434221	3.84488	1.323091	2.326307	6.649194	6.411127	3.351165	3.68988	3.014259	7.702367	3.032111	4.02142	3.7318	3.146076	2.859012	6.934201	4.443904	4.51598	5.490978	5.977856	1.428726	2.136576	8.809586	3.93754	3.278532	3.761619	6.886048	3.593422	4.164987	3.739286	1.507607	4.098803	2.631847	3.611317	4.256607	3.67102	3.68214	4.232417	4.8036	1.502576	1.97325	1.881327	1.597909	1.691424	1.844017	2.217671	3.163874	4.40346	11.222817	5.039138	7.462165	3.371246	3.861329	2.31363	2.931797	4.398063	6.775221	1.301194	3.989649	2.012311	3.330733	3.163871	3.161168	4.268221	2.450105
hsa-miR-340-5p	35.201009	6.30313	12.508784	18.22066	31.52641	15.240323	17.018723	10.378476	31.316707	48.34511	57.58739	24.167128	30.073397	17.10773	10.05584	19.111315	7.2374	36.996802	48.630747	30.998277	35.317411	20.4539	36.201131	29.238214	27.53126	29.667804	34.257265	15.520352	35.486796	56.818488	25.907461	27.454892	47.449231	11.429804	26.440119	35.238344	24.806509	31.692465	27.986453	25.196679	43.719964	22.907432	47.328682	27.304436	37.29911	43.613466	37.262228	33.748809	40.748316	36.295381	56.75286	57.016639	36.881397	23.679007	37.250255	30.659899	36.647539	25.969916	42.740565	52.203921	31.296024	48.279288	32.28199	39.032858	17.418105	50.197283	42.570801	43.300373	46.989827	72.591662	31.600428	73.143567	32.331135	37.470737	41.306081	56.30832	63.413551	37.816857
hsa-miR-342-3p	102.534221	34.273268	103.556329	155.15167	103.761685	118.167724	84.668149	65.478743	48.431655	56.452675	41.851299	29.806125	103.067079	47.096574	45.251278	103.789139	71.59856	120.537964	38.07584	76.867348	166.923088	53.395443	77.023679	100.276246	61.868	54.484273	69.912788	41.659891	82.802526	24.124051	90.319593	28.500792	75.844046	25.002697	54.48267	30.407282	147.067161	49.997597	76.887511	89.362133	69.023642	106.727808	83.012159	98.832008	89.558852	54.015528	80.269735	95.165559	83.148591	65.051142	45.017524	73.098253	50.81437	31.96666	38.37905	44.641613	134.750183	51.325156	53.022494	100.565995	77.217828	164.530731	78.894031	102.365585	55.063684	57.513488	30.848405	84.345518	106.479411	48.39444	75.097488	179.090913	45.209928	59.287031	62.047006	49.393262	110.770468	48.895597
hsa-miR-342-5p	7.040202	2.363674	3.486054	4.693202	3.979064	7.288851	3.403744	2.830494	1.820739	6.606164	3.013293	0.805571	6.423444	2.415208	6.80248	4.410302	5.428051	10.570513	6.098386	4.188956	6.676927	4.306083	3.851181	12.994761	5.25878	4.47816	6.641715	3.948158	4.078941	3.49164	13.310254	3.1377	4.109776	2.143089	3.204864	1.4209	10.63136	3.005321	4.513945	5.321037	1.796711	4.164986	5.662349	5.695404	6.558084	2.255868	7.058485	6.992997	5.873632	5.61088	2.308592	4.385894	2.45876	1.97325	2.445725	2.396866	10.148548	3.073362	2.620883	4.745811	5.504325	8.046546	5.039139	7.079491	5.806034	2.235507	2.005146	3.833889	4.398063	1.935776	5.948317	9.752474	2.817235	2.664586	4.218494	2.568449	3.861725	1.491369
hsa-miR-345-5p	22.745267	2.954593	4.306302	23.189929	3.366899	28.713653	5.743819	20.945649	25.854493	21.019612	16.74052	2.416713	7.883317	10.667173	15.97104	4.410303	3.618699	15.344296	8.287554	1.256687	17.219435	2.368346	28.883879	10.179229	10.36289	12.128348	1.74782	7.487888	10.605249	4.126482	9.03196	7.321303	8.593168	10.00108	4.540223	10.514668	14.765778	45.353011	17.905311	5.321038	2.395616	2.082493	2.884592	2.177655	3.688923	1.754564	1.641508	1.216174	2.019061	3.5068	1.539061	0.417704	2.185564	1.0524	0.940664	1.997388	1.40952	0.614672	1.209638	4.067838	3.145328	4.023274	2.677043	2.487388	1.685623	3.658103	0.77121	1.127614	2.31477	1.451833	1.858848	3.10306	1.475695	3.497269	1.581935	1.778157	2.438983	1.384843
hsa-miR-346	0	0	0	0.276071	0	0.220874	0	0	0	0.30028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15467	0	0	0	0	0	0	0	0	0.238121	0	0	0.393754	0	0.150465	0	0	0	0	0	0	0	0	0	0.183551	0	0.192383	0	0	0	0	0	0.281904	0	0	0.451982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175771	0.197573	0	0
hsa-miR-34a-3p	0	0.196973	1.640496	0.552142	0.612164	0.220874	1.276404	1.698298	0.728296	1.20112	0.66962	0	1.751848	0.603801	0.59152	1.02907	0.775436	1.022953	0.234552	0.418896	0.351418	0.430608	0.770236	1.732634	0.77335	1.11954	0.349564	0.40843	1.223682	0.317422	2.614514	0.261475	1.120848	0.238121	1.068288	0.56836	2.559401	1.366055	0.451395	0.626004	0	1.56187	0.427348	1.005072	0.61482	0.125326	0.164151	0.304044	0	0.17534	0.577148	0.417704	0.136598	0	0	0.299607	0	0	0.403212	0.225991	0	1.482258	0.314946	0.191338	0.374583	0.812912	0.308484	0	0.231477	0	0.185885	0.664941	0	0.333074	0.527313	0.790292	0.609746	0
hsa-miR-34a-5p	153.80133	88.046846	205.677224	56.594471	260.475494	116.621604	85.731821	129.825288	95.406714	87.381534	71.314614	224.485758	247.010619	142.296066	109.431196	148.921246	169.044972	185.154497	127.675253	107.656178	108.587861	186.453444	77.793917	182.359824	235.871746	122.029839	109.763076	115.994213	242.69706	77.450901	191.097243	128.122828	1144.012152	113.58368	68.103336	146.921162	154.745365	218.022303	207.190023	185.610316	107.802652	209.811253	80.554913	118.095875	174.404077	99.759536	85.68671	98.053972	65.894799	76.097562	74.259675	117.374911	89.88133	63.012468	43.646763	48.137042	80.906489	74.221709	65.925305	88.814463	77.060562	239.278926	111.333498	129.726853	113.8732	75.397539	51.671081	135.539188	93.285224	87.109994	102.050794	137.864539	59.698567	89.26362	68.374747	136.918124	138.412273	49.641283
hsa-miR-34b-3p	47.115197	2.560647	0.820248	3.312848	38.260208	5.742731	1.276404	0.1887	1.092444	6.005603	33.146229	16.648465	3.211722	3.019008	1.18304	0.58804	11.114578	5.796733	0.39092	0.837791	0.702834	10.980513	0.385118	0.649737	1.08269	12.501529	3.845204	0.544574	2.855258	0	0.237683	2.353275	2.241696	10.715443	0.267072	0	44.691093	1.639266	13.391369	1.878012	16.769304	13.536208	3.311942	2.512679	13.935931	1.754564	4.267921	15.354189	3.487469	14.37788	18.276345	16.499319	21.855644	0.5262	4.515184	24.767606	0	3.534366	30.644176	0.451982	17.613843	0.847004	1.57473	1.339364	0.374582	4.674241	53.367744	1.57866	14.120097	9.678888	1.301195	13.742124	12.20802	0.832683	45.348805	120.124413	9.146187	6.604632
hsa-miR-34b-5p	19.85698	0.393946	0.205062	0	17.140573	5.080108	0.212734	0.3774	0	2.101961	32.81142	11.277993	7.299369	0	0	0.44103	4.652615	1.875413	0.156368	0.418896	0.351417	3.444866	0.770237	0.216579	0.46401	4.29157	0.349564	0.40843	0.815788	0	0.475366	0.52295	1.86808	5.476782	0	0.28418	12.403254	0	5.868129	0.156501	3.593423	1.041246	0.961532	1.507608	6.558084	0	1.313207	6.840975	1.468408	3.85748	4.232418	3.759338	2.595359	0.13155	0.188133	7.889681	0	0	4.636948	0	6.133389	0.635254	0.787365	0.191338	0	0.406456	13.264814	0.451046	2.777724	0.967889	0.185885	11.082357	6.573549	0	16.698205	19.362157	1.422741	1.917474
hsa-miR-34c-3p	83.038278	5.121293	3.280992	4.969271	130.390786	36.886	11.062171	2.075696	1.092444	24.622974	135.598213	61.491912	25.401803	15.095056	5.02792	4.557313	65.912031	11.934451	0.781844	6.911778	3.865588	39.400671	1.155355	5.414485	8.50685	64.560128	13.982557	3.539729	8.565778	1.269687	4.278295	5.752453	11.20848	32.860687	1.068288	1.13672	189.592606	12.567703	68.010088	1.40851	42.222707	46.856109	17.734902	12.563393	51.849862	3.383802	19.041492	73.730505	19.456404	67.505902	83.109274	33.625197	86.193191	4.472701	14.298078	122.639599	1.40952	13.9838	117.334946	2.033919	79.576826	3.176269	7.401237	4.018089	1.311039	18.900193	160.411715	7.216729	52.776753	27.100888	10.967207	76.024979	49.905321	4.163415	220.240507	361.756258	27.235307	30.786118
hsa-miR-34c-5p	160.11946	7.091021	1.230372	9.11033	183.955077	30.701522	8.509361	1.698296	0.728296	17.416249	262.491358	105.798314	35.912892	13.686184	3.54912	2.499172	44.458313	24.721365	1.40732	25.971529	6.852634	34.448672	1.925592	6.2808	4.79477	70.904188	19.57558	4.492732	12.64472	1.587109	4.040613	7.844255	16.439104	45.481098	0.267072	0.56836	147.06716	8.74275	74.781003	2.660518	111.545801	54.665461	29.914294	16.751188	76.85256	9.399454	30.532046	106.719209	29.735257	90.826123	132.743977	81.034635	109.688007	7.629902	21.070853	216.616685	3.100946	12.908123	199.590377	1.129955	103.953125	4.658528	12.59785	5.357452	1.872915	21.338927	560.361308	9.020912	82.174328	52.749941	12.454287	152.493251	97.664175	5.162635	343.455669	702.372199	67.885022	70.520449
hsa-miR-3605-3p	1.624662	0.393946	2.460744	1.932495	1.224327	2.871364	0.638202	1.886997	1.092444	1.501401	0	0.537048	0.58395	0.402534	1.77456	2.205151	0.516958	2.898367	1.485503	0.628344	0.527126	2.368345	2.695827	1.732635	1.85604	0.55977	0	0.680717	2.855259	1.587109	0.950732	2.876226	2.988928	0.476242	1.33536	1.136721	1.96877	2.732109	0.902789	1.565011	0.299452	0.520623	0.534184	0.83756	0.40988	0.250652	0	1.368195	0.550653	1.05204	0.192383	0.208852	0.546391	0.39465	0.376266	0.299607	0.563808	0.461004	0.403212	0.451982	0	0.847005	1.102311	0.956689	0.187291	1.219368	0.308484	0.676569	0.231477	0	0.557655	0	0.268308	0.166537	0.878853	0.987865	0.609746	0.213053
hsa-miR-3605-5p	0.361036	0	0	0.276071	0.612164	0.220874	0.212734	0.1887	0	0.60056	0	0	0	0	0	0.14701	0	0	0.234553	0.209448	0	0	0	0.216579	0.30934	0.37318	0.349564	0.136143	0	0.317422	0.237683	0	1.120848	0.476242	0	0	0.393754	0	0.30093	0	0.149726	0.520623	0.641022	0	0	0.501304	0.656604	0	0.183551	0.35068	0.192383	0.208852	0.409794	0.2631	0	0.099869	0	0.153668	0	0.225991	0.157266	0.211751	0.157473	0	0	0.203228	0	0	0	0.483944	0	0	0.268308	0.166537	0	0.197573	0	0
hsa-miR-3606-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166537	0	0	0	0
hsa-miR-3607-3p	30.507541	19.303335	16.1999	7.453906	5.203389	4.63836	4.467415	4.151391	8.739547	6.005603	10.713932	2.95376	4.96357	5.232952	7.394	3.675252	6.978923	35.803354	43.236012	11.100735	10.191097	4.521388	7.317248	9.312913	6.1868	6.344059	2.097384	3.812016	7.749989	6.348435	11.646474	14.904082	7.47232	6.905508	6.409726	8.241225	5.118803	13.933757	3.611157	3.130021	1.048082	9.891844	0.961531	2.177655	0.81976	0.375978	1.149057	2.736391	0.550653	1.57806	0.577148	1.04426	0.819587	0.7893	0.188133	0.499347	0.845712	0.461004	0.604818	2.033919	1.887196	1.058756	2.204623	5.166115	0.936456	0.812912	0.308484	3.833887	0.462954	1.451833	0.37177	1.108236	1.34154	1.998441	0.878855	1.185438	1.422742	0.319578
hsa-miR-3607-5p	0.722072	0	0	0	0	0	0	0	0	0	0.33481	0	0	0	0	0.14701	0	0.340984	0.078184	0	0.527126	0	0	0	0.15467	0	0	0	0	0	0.237683	0.261475	0	0.238121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3609	0	0.196973	0	0.276071	0	0	0.212734	0	0	0	0	0	0.291975	0	0	0	0	0	0.234552	0	0	0	0	0	0	0	0	0	0	0	0	0.261475	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375978	0.328302	0.152022	0	0	0	0	0	0.13155	0	0	0	0	0	0	0.157266	0	0	0	0	0	0	0	0	0	0.37177	0	0	0	0.175771	0.197573	0	0
hsa-miR-361-3p	142.067661	450.476803	215.930323	227.482166	205.992959	123.247833	132.746045	106.049144	111.429216	187.37484	107.808948	111.705832	171.973115	177.719131	242.818948	281.818392	161.807574	217.718502	108.75461	77.286243	156.731993	136.287564	152.892007	239.75336	85.0685	171.84936	260.075572	98.295564	108.907756	549.13958	313.741745	225.914541	199.884554	395.042609	115.375064	169.939757	293.740569	244.523761	175.893345	133.182446	94.327319	187.424443	131.62288	122.618694	132.391345	107.529753	141.497977	133.779063	106.276012	124.842084	86.764544	91.268392	83.051444	79.061574	80.332622	93.377872	147.717774	109.104373	106.649805	115.707392	139.495345	151.402153	157.158175	135.275641	116.120699	135.552988	58.303489	89.081496	114.118153	106.467771	181.237749	194.827862	104.640189	146.219134	134.464476	81.004951	104.87626	75.420659
