miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43
hsa-miR-3194-5p	0	0	0	0	0	0	0.161636	0.301081	0	0	0	0	0	0.296788	1.964634	0	0	0	0	0	0.195474	0	0	0	0	0	0	0	0.132494	0	0	0	0.278564	0	0	0	0	0.3223	0	0	0.122759	0	0	0.145166	0	0.136524	0	0	0	0.266677	0	0.277798	0	0	0	0	0	0	0	0	0.174494	0	0	0.372733	0	0	0	0	0	0	0	0	0	0.12303	0	0	0	0	0	0	0.187321	0.35664	0	0.203568	0	0
hsa-miR-3195	0	0.249826	0	0.170465	0	0	0.161636	0	0	0	0	0	0	0	0	0.569329	0.108584	0	0	0	0	0.175051	0	0	0	0.175261	0	0.139384	0	0	0	0.165971	0	0	0	0	0.762902	0	0	0	0.613795	0	0	0	0	0	0	0	0	0	0	0.555596	0	0	0	0	0.128816	0	0.200406	0	0.174494	0	0.196506	0	0.340962	0	0.085911	0.326602	0.193298	0	0	0	0.250907	0	0	0	0	0.507217	0.450179	0.945348	0	0	0	0	0	0
hsa-miR-3196	0	0	0	0	0	0	0.161636	0	0	0	0.287467	0	1.761313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201523	0	0	0.414594	0	0.558786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154276	0	0	0	0	0	0.248489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-32-3p	0.612631	0.624567	0	0.852324	0	0.833908	0.484909	0.903242	0.364107	0.206106	0.574934	0.508647	2.201642	1.483939	0.561324	0.569329	0.977258	0.282393	0.760581	0.704446	0.586421	1.050306	1.717152	0.405692	0.344059	0.701045	0	1.115074	0.397482	0.195817	0.201523	0.829853	0.278564	0.829187	0.47146	1.117572	2.543007	1.289201	1.077923	1.664648	0.613795	1.011661	1.930772	0.145166	1.322422	0.409572	0.755647	0.625115	0.197958	0.800029	0.541335	0.555596	0.642754	1.118685	0.682921	0.726904	0.128816	1.079929	0.400812	1.114628	1.046965	1.109786	0.589517	0.248488	0	1.228918	0.343643	0.489904	0.966489	1.064317	1.614333	0.281532	0.250907	1.107272	0.630632	0.164724	0.414919	0.253608	1.350536	0.945348	0.749286	0.35664	0.819413	1.017841	1.60156	1.727827
hsa-miR-32-5p	34.919966	32.602381	29.942882	37.502229	56.89116	50.034472	33.943634	65.635568	15.292474	21.434973	24.434696	29.162418	95.99156	29.975557	30.311484	16.320759	20.631027	13.978435	28.331654	18.315598	39.974374	70.895642	53.446345	20.081762	14.794529	27.691287	26.372411	52.129699	10.731996	6.65778	5.844157	16.431083	13.092495	35.655059	56.339475	27.659898	45.011209	39.320629	42.847408	22.334032	23.201465	37.684396	17.376949	38.033572	56.864151	24.164747	40.956043	45.008338	27.318222	34.801285	41.141436	54.72619	51.934516	52.098788	36.024112	51.319403	17.390097	47.362605	23.848359	41.878189	36.120296	67.062777	17.88203	33.297496	25.060679	52.024212	55.92797	30.863966	47.93786	95.522495	39.461458	24.96248	29.105165	30.880583	10.40543	46.452303	39.832183	40.450575	61.22428	67.592445	37.276954	19.258557	29.225718	29.517423	34.547933	20.925905
hsa-miR-3200-3p	0.612631	0.37474	0.615265	3.409293	1.458748	0.416954	1.131455	1.505404	0.364107	0.618317	2.587203	4.408273	11.888862	2.374301	2.806618	1.707985	0.868675	0.847178	0.190145	0.845335	1.172843	0.875255	0	0.811384	0.917491	2.278396	11.721072	3.902758	1.192445	6.461963	10.882223	5.477028	1.114255	0.829188	1.17865	3.352715	1.017203	1.2892	0.538961	0.971045	1.473109	1.011661	1.448079	0.870998	2.115875	1.501764	0.906776	1.875346	1.187748	0.133338	0.135334	0.833394	1.028406	0.958873	0.853652	0.290762	2.189864	0.462827	0	0.159233	1.395953	0.475623	0.589518	0.621222	1.363847	1.638557	1.374575	0.326602	0	2.128636	0.717481	1.219971	1.003626	1.107272	1.57658	0.658897	0.138306	0.507217	1.800716	0	2.060536	3.03144	1.911963	1.628548	2.745531	0.767923
hsa-miR-3200-5p	0	0	0	0	0	0	0	0	0	0	0	0	0.440328	0	0	0	0	0.141196	0	0	0.097737	0	0	0	0	0	0	0	0	0	0.201523	0	0.557128	0	0	0	0	0.3223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085911	0	0	0	0.17937	0.093844	0	0	0	0	0.138306	0	0	0	0	0	0	0	0	0
hsa-miR-320a	412.913283	929.605085	352.956857	200.807388	746.878828	553.71482	384.532886	231.832045	988.18511	299.883513	1847.263025	622.922815	522.66964	1034.305096	615.772187	958.370111	499.488021	383.206788	887.788578	169.9124	580.263706	356.403768	566.660043	876.092272	214.578001	526.484965	649.187532	382.052156	486.119624	849.454462	305.508362	281.320055	517.849946	655.058046	141.438012	270.452332	315.84135	716.473438	367.167242	1117.811323	251.287835	1743.851814	649.222139	148.940625	473.956083	276.597605	410.920607	532.973732	174.500099	292.677477	229.796577	828.67119	215.065461	341.199127	154.16954	467.108331	408.474053	516.206111	433.078195	186.302201	259.647345	594.369613	351.745404	415.224756	356.986809	389.976775	285.395878	315.824915	273.129821	559.831006	208.248878	300.582032	290.298926	278.171302	329.820606	226.16671	158.222286	313.206656	256.601759	233.501179	293.90724	486.100228	844.541307	243.67141	495.339575	1247.875014
hsa-miR-320e	0	0	0.205088	0.170465	0	0.208477	0	0	0	0	0	0	0.440328	0	0	0.189776	0.434338	0.282393	0.190145	0	0.488685	0	0.643932	0	0	0	0	0	0	0.587451	0	0	0	0.829188	0.23573	0	0	0	0	0	0.122759	0	0	0	0.264484	0	0	0	0	0	0.406001	0.277798	0	0.319624	0	0.290762	0	0.308551	0	0.318465	0.348988	0.475623	0.196506	0.124244	0	0	0.257733	0	0	0	0	0	0.250907	0.12303	0.315316	0	0	0.253608	0	0	0	0	0	0	0	0
hsa-miR-323a-3p	1.837893	1.49896	1.025441	0.852324	4.376244	1.667816	1.293092	2.107565	2.912853	2.061055	2.299736	2.712783	4.403283	2.967876	4.771253	2.08754	3.474699	1.694356	1.521163	2.676895	1.954737	2.975867	0.643932	0.811384	0.344059	2.80418	2.397492	2.787684	3.842319	7.049414	1.209136	4.149264	1.949946	1.658375	4.95033	4.190894	3.305908	5.156803	2.290585	2.080811	3.805531	8.599124	4.82693	1.59683	1.057937	2.04786	0.604517	1.500277	3.563246	1.200045	1.759338	0.833394	1.799711	0.639249	4.780451	2.616853	1.030524	2.931237	2.004062	2.388491	1.046965	0.792705	0.982529	3.603087	1.704808	2.867476	2.405505	0.326603	0.579894	1.862555	0.35874	3.284537	1.003627	3.444845	6.936954	1.153071	0.829837	3.296911	0	0.945348	5.806963	1.06992	4.097063	2.442821	3.660708	3.263673
hsa-miR-323a-5p	0	0	0	0	0	0.208477	0	0	0	0	0	0.169549	0	0	0.280662	0	0.108584	0	0.190145	0.140889	0	0	0	0	0	0	0	0	0	0.391634	0	0	0	0	0.23573	0.558786	0	0	0	0	0	0.505831	0	0	0	0	0	0.125023	0.098979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171822	0	0	0	0	0	0.250907	0	0	0	0	0	0	0	0.187321	0.17832	0	0	0	0
hsa-miR-323b-3p	0	0.874393	0.615265	0.852324	3.64687	1.667816	2.424545	0.903242	0.728213	0	2.012269	0.508647	3.962954	5.638966	4.771253	1.897763	3.040362	1.411963	3.232471	1.549781	2.247948	3.851122	0.429288	3.854075	0.573432	6.835192	1.864716	1.672611	5.432245	6.853597	2.418272	2.157617	2.785637	2.487562	5.42179	3.911501	2.543007	2.900702	0.538961	2.358251	2.455181	3.540815	3.861544	1.016164	0.925695	0.136524	0.604517	0.625116	1.484686	0.400015	0.270667	0.555596	0.514203	0.159812	2.560956	0.290762	1.674602	0.771378	0.200406	0.796163	1.046965	0.317082	0.982529	6.460708	0.511442	3.686755	1.718218	0.163301	0.773191	0.532159	0.717481	1.126127	0.75272	2.583635	3.153161	0.329448	1.244755	1.394848	0	0.472674	2.435177	0	0.819413	1.832116	1.372765	0.575942
hsa-miR-323b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189776	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195817	0	0	0	0	0	0	0.254301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154276	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093844	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-324-3p	16.541037	9.74324	17.227412	23.353662	23.339964	20.013789	8.889998	8.731337	25.851563	25.763189	60.368072	10.512035	110.522392	38.879188	36.486047	38.904133	42.999402	13.131256	17.493372	22.260497	15.637897	15.579536	20.605821	14.402072	37.15835	28.041808	49.281779	45.021103	18.019153	56.395317	23.981197	32.696196	17.27095	12.023218	14.850991	22.630826	18.818245	29.007021	6.602272	11.097656	18.413862	14.922009	15.92887	4.935654	8.992469	16.109831	12.392604	6.876273	6.433639	11.200413	6.766684	12.223109	13.626384	19.976528	13.829161	14.538075	7.21367	11.262118	14.228852	12.738613	16.227959	6.658716	11.200832	15.903282	10.39933	27.036203	11.254323	13.390715	18.363294	13.836127	26.008689	10.979738	13.29805	12.426052	21.126176	12.354333	4.425798	7.861867	13.955535	10.871511	17.420889	4.992959	7.101577	17.914022	7.55021	5.759423
hsa-miR-324-5p	4.288417	4.871621	7.178089	15.512286	14.587477	8.96451	3.555999	7.828097	14.200155	5.977061	33.633641	6.44286	54.160377	16.916899	24.978909	13.094562	19.110845	4.941871	11.028429	7.748905	12.314844	14.879332	17.386161	6.085383	17.202939	15.948778	26.905188	14.774727	11.791945	41.513219	14.711155	19.418553	24.79217	9.535655	15.558181	8.940574	8.39192	5.479103	21.962665	17.340086	13.749017	37.431482	26.065424	6.387317	8.199017	5.597484	6.498561	2.625486	3.26631	3.733472	1.082669	8.333937	7.713047	6.072864	5.975563	4.361422	3.993282	3.394063	4.408941	4.77698	5.234825	6.183092	3.73361	7.08193	2.557212	9.012068	2.663237	3.919234	4.639148	3.725111	6.098589	7.976732	10.287171	9.104235	18.603647	14.825204	3.042737	4.311346	4.501786	3.308721	28.285528	7.846079	29.498856	18.728296	14.185244	15.550443
hsa-miR-326	3.063155	6.120754	4.717029	2.55697	19.693095	7.088217	4.525818	11.441063	4.369279	5.977061	9.486411	3.899626	16.732473	5.935755	15.155742	6.642169	4.126205	1.55316	4.943779	2.113339	5.473264	10.152957	4.078235	4.056922	1.605607	7.886759	6.126924	3.484605	1.987406	5.28706	4.030454	1.659705	2.22851	7.87728	6.36471	3.911501	8.13762	8.379806	0.943182	0.277442	4.542085	1.011662	0	4.064657	3.967266	3.276576	7.254208	5.375996	10.095864	2.800104	3.789342	8.333938	4.756379	11.027044	2.390226	4.070659	8.888272	3.239787	6.212597	4.617747	5.758309	3.012275	2.161564	12.051705	3.239135	8.602428	7.903799	3.755932	5.025745	14.900445	4.842998	1.68919	3.763599	2.214543	9.459481	2.470866	4.287492	3.804129	4.051607	5.199419	9.178748	2.31816	1.638826	1.017842	1.830354	0.575942
hsa-miR-328-3p	4.288417	8.619021	6.973	8.182305	19.693094	15.427295	5.980546	7.828096	6.189812	7.832011	52.03153	10.003388	11.008207	15.432959	14.033094	21.82427	20.522443	12.707667	20.535697	4.790233	9.96916	14.179129	12.878638	6.085382	8.028038	17.701392	18.647159	5.99352	21.066509	44.450475	17.532473	20.082435	11.699676	6.633498	7.54336	8.102395	10.172025	9.991307	6.063312	7.074755	19.886971	6.828717	9.171168	25.404103	15.075611	10.921919	11.334699	7.12632	18.212148	8.666987	5.278014	27.501995	12.340876	10.387795	7.682867	7.559799	24.474952	6.63385	13.026415	6.687771	9.248192	5.707471	5.502163	25.345856	19.434811	14.74702	11.683877	9.798084	17.590102	11.175333	10.224106	11.824333	13.047143	7.627872	73.783959	5.93008	8.436678	8.24228	5.402143	2.363372	39.337489	22.111676	27.040618	15.878337	12.35489	10.366962
hsa-miR-330-3p	7.964203	4.247053	2.050881	11.591599	10.940609	8.339079	2.586182	5.720532	5.097494	4.328218	7.761609	4.238724	4.843611	14.542595	6.174563	16.890086	6.840812	3.106319	2.85218	2.817783	5.277792	4.726377	8.800403	2.02846	3.899333	6.309405	8.258028	3.205836	2.914864	3.524706	4.4335	1.991649	4.457021	1.243781	3.06449	10.058147	4.06881	10.958207	2.021104	3.606737	7.488303	3.540815	2.896158	3.338826	4.628475	2.457432	4.533881	3.500647	3.761204	2.26675	2.57134	7.778343	4.756381	8.62986	2.048764	6.542133	4.508546	6.788127	5.210565	6.847004	8.375721	6.183094	3.733611	4.721286	3.750579	2.457836	4.811008	4.082533	5.219042	8.780619	5.739847	2.627631	3.010879	1.845452	0.945948	1.976691	3.181042	8.369086	10.354107	3.30872	4.308393	2.85312	0.819413	2.442821	2.287943	1.151886
hsa-miR-330-5p	17.766299	32.602382	9.844234	121.02992	122.534808	36.691946	47.359452	23.785366	23.666925	38.129519	50.01926	45.269567	39.629543	79.835889	63.71025	36.816594	36.701511	20.897054	35.176887	13.102698	45.545376	58.817125	78.774332	20.081763	28.671566	44.691633	74.322249	12.126426	36.170797	27.610208	18.943131	11.949879	31.4777	21.144278	31.352093	30.174434	26.447263	38.353729	17.650975	25.524607	83.844451	43.754367	50.682769	4.500155	19.439606	12.150635	29.319085	18.503428	15.044819	15.467239	35.051421	20.279249	17.354356	24.451272	9.560902	36.199805	15.844311	39.957378	16.834136	16.241731	31.583447	25.366534	17.882029	18.885147	21.992024	28.674762	13.402094	24.658512	18.363292	60.400018	11.659068	11.918176	11.541702	10.088477	8.198217	19.272765	8.574984	24.980451	18.907499	24.579071	23.977137	10.699198	22.943555	16.89618	16.701981	25.917404
hsa-miR-331-3p	7.964203	9.243587	7.793352	16.535074	27.716207	12.925572	12.445999	19.570237	25.487458	18.137286	12.936015	13.563916	32.584292	32.349858	29.469498	13.66389	32.466722	11.4369	12.359446	8.73513	16.615265	27.483002	33.055169	25.355761	16.514823	31.196512	17.048832	14.774728	13.911846	25.45622	17.330951	16.099144	18.663769	26.533996	32.766474	22.630825	25.43006	58.014042	13.069807	10.404051	27.743551	8.852039	6.275009	7.258315	9.256954	7.372296	8.916629	7.501389	7.522409	7.733619	3.924676	21.112642	10.284063	7.990612	15.536465	9.158986	9.403534	4.473992	9.4191	11.146286	9.248192	7.451421	8.842761	13.666883	6.989714	17.204856	10.738857	11.431098	17.010209	15.698683	7.892292	8.821328	11.290798	6.88969	19.864912	9.883469	9.128209	6.086607	9.45375	8.980815	36.902311	6.062879	6.009026	14.656926	3.203119	3.455654
hsa-miR-331-5p	1.225262	1.748786	2.461057	3.920687	4.376244	5.003448	1.777998	0.903243	6.189814	5.152643	2.87467	2.373686	3.962954	4.451816	7.29721	5.503513	5.863554	1.694354	2.662032	2.395115	4.300424	4.376275	6.868608	4.868305	3.211215	4.031009	2.66388	6.272288	2.914865	4.307975	5.642636	3.983296	3.899893	10.364844	8.25055	9.49936	6.357517	8.702105	4.311689	2.21953	2.700698	3.287899	1.448079	1.016164	2.248116	2.73048	1.81355	1.750324	1.682643	0.800029	2.706674	4.444768	2.442465	3.036431	1.195112	1.308427	1.932236	0.77138	2.404876	1.433094	3.140895	1.743951	1.965059	2.236399	1.87529	4.506031	1.890041	2.61282	3.479361	3.192952	2.331813	1.595348	2.759975	1.599392	2.837844	3.294486	1.383061	2.028868	3.601429	1.890696	3.371783	3.20976	2.185103	2.646389	1.830354	1.535847
hsa-miR-335-3p	41.658907	27.605848	20.508822	34.94526	21.881216	33.981746	22.305816	22.279964	29.856736	76.671249	54.618732	52.051526	440.768585	116.637564	187.201482	40.422343	25.082985	42.358894	220.568591	40.857873	70.566009	54.265801	93.370121	199.803401	69.155816	16.299302	42.888467	83.630534	56.707332	33.876353	53.000462	111.532196	22.842225	223.051409	31.823553	79.906372	35.093485	599.156151	29.642861	74.354292	142.032254	61.458448	35.236591	78.825301	28.035348	45.052917	30.52812	73.888688	39.690606	46.66839	19.623383	69.171681	32.523347	39.153997	33.463155	55.535444	50.366873	135.299689	58.11785	32.005764	28.093563	52.635559	42.052241	63.488882	37.505778	24.168727	23.367755	38.212529	35.953396	98.71545	27.443651	54.710999	34.625111	53.887233	111.306572	26.026468	50.758373	88.128999	24.309641	31.196513	44.395166	21.933356	37.146708	38.678001	77.103666	57.786213
hsa-miR-335-5p	9.189465	5.6211	0.615264	3.579759	2.917496	4.586494	2.424545	3.311887	4.733385	7.00759	3.737071	2.204137	11.888863	2.967877	1.964634	8.539931	4.669126	5.506656	2.281743	7.889796	3.323054	7.527192	6.010031	4.868306	7.110548	2.804181	1.598328	9.756896	2.782369	1.95817	3.224363	5.477028	1.114255	8.706467	2.82876	8.102393	8.646221	13.214309	10.644481	7.907081	5.769677	4.805392	3.378851	15.823127	9.124711	4.505292	5.138397	18.003335	11.67953	12.133781	7.308018	15.001089	10.669715	11.186856	5.12191	18.317974	11.593398	27.923883	16.433322	10.350124	9.248191	32.02525	3.537105	11.430482	6.137309	3.277115	9.278374	5.225644	3.672659	37.251111	10.224104	7.507513	9.032638	7.996963	15.765803	4.777009	17.42658	35.124796	6.752679	6.617442	9.740711	4.63632	24.036105	9.160579	10.753331	16.318366
hsa-miR-337-3p	3.675786	21.485093	11.279853	3.750222	13.858104	17.095112	14.708908	16.860512	40.05172	14.427387	39.095514	30.010164	41.390855	20.181563	17.6817	14.802548	26.603166	27.956868	29.662672	9.439577	18.960951	35.010193	8.371115	18.256147	3.211215	20.33031	16.516056	11.290122	32.460973	52.283158	13.098975	23.567815	19.778025	20.315091	12.25796	18.16054	21.869852	22.238714	15.225651	11.513818	108.02799	25.291541	25.100038	34.839913	21.555481	26.076082	41.560562	41.257642	537.753287	23.067517	15.292705	111.674765	48.849298	30.683949	42.853327	37.07209	141.954717	58.007621	24.85039	54.616802	25.47615	36.147312	11.397337	37.397563	49.609914	41.783223	80.842118	15.35033	46.004884	97.651129	19.730728	130.536873	29.105165	60.407832	59.594736	12.024887	27.108015	41.591814	24.309641	26.942444	67.248373	170.652208	49.437897	121.937488	64.519982	69.689019
hsa-miR-337-5p	1.837893	0	0	0	0	0	0	0.301081	0	0.206106	0	0	0.440328	0	0.280662	0.189776	0	0.141196	0.190145	0	0	0.350102	0	0	0	0.525784	0	0	0.132494	0	0	0.331942	0	0.414594	0.23573	0.279393	0.508601	0	0	0.138721	0.122759	0	0	0	0.396727	0	0	0	0.890811	0.133338	0	0.833394	0.385653	0	0.512191	0	0.772894	0.308552	0	0.159233	0	1.268328	0	0	0.340962	0	0.429555	0	0.193298	0.266079	0.17937	0.093844	0	0.24606	0.315316	0	0.138306	0.253609	0	0	0.374643	0.35664	0	0.814273	0	0
hsa-miR-338-3p	36.757859	420.957958	86.342147	151.202169	157.544753	209.102397	133.349992	411.276068	364.106526	285.25002	387.793	285.859517	247.464479	143.348454	398.539887	167.382663	127.912368	83.164627	161.053101	162.304382	212.088975	304.588682	106.248758	157.408566	121.796812	696.137906	469.10925	320.026182	544.416879	327.406145	389.140267	226.383804	594.176402	196.932008	120.929502	77.391835	185.639443	303.284528	504.871804	810.544992	699.972266	671.237522	927.736023	915.999374	364.856261	609.443092	259.337901	325.060217	1211.503823	291.74411	225.736567	416.696879	330.37551	825.590031	278.461266	1472.561564	534.84209	655.362687	520.054566	459.545433	912.081105	394.291073	233.2524	397.954788	578.782337	465.350438	267.096863	192.532357	430.474254	519.653022	876.582494	1152.590848	1398.302418	955.206546	1577.210971	641.107685	130.699357	368.23973	214.735153	187.651756	766.706398	1691.008234	701.963505	826.080699	2566.156432	1328.698919
hsa-miR-338-5p	1.225262	15.36434	1.640705	2.727435	2.188122	6.462786	3.555999	7.828096	8.738556	8.450327	10.348812	4.91692	3.082298	3.561453	14.594419	4.175078	2.49744	1.129571	3.612761	2.958674	3.616263	6.651937	3.863591	0.811384	3.325902	16.474562	6.393312	9.199359	3.179851	1.174902	2.216749	0.829853	4.178455	7.462687	5.65752	2.514537	6.357516	20.627214	1.886364	2.358252	11.293835	1.770408	0.965386	25.404103	7.537806	13.788923	6.498561	7.751436	38.502858	8.533649	9.338024	8.889533	8.22725	26.209207	6.658484	37.362852	16.617205	16.970315	16.032509	9.872425	33.677378	16.012625	6.288186	11.803216	16.025196	14.33738	11.082501	7.348562	8.8917	13.570047	26.188057	6.850605	7.276291	5.290299	27.117182	2.306142	2.904429	13.948475	4.051607	3.781395	12.175888	6.062879	2.458238	6.310621	8.007799	4.607539
hsa-miR-339-3p	7.351572	4.746707	13.740911	10.56881	13.12873	14.384912	6.142182	13.247546	14.928369	4.946536	28.7467	14.750759	24.218054	10.090782	103.283576	38.145029	8.143825	6.212636	10.838283	8.171575	10.164635	11.553365	13.737215	9.33092	6.766488	2.453658	16.516056	10.453817	6.624688	9.790854	9.874613	7.800617	4.178456	9.535657	17.208291	16.204788	11.18923	29.007021	4.850651	8.323243	5.524159	5.817055	7.723088	5.51632	12.166283	10.102776	8.160983	7.251342	5.542827	5.200191	10.150025	7.778343	12.340875	10.068171	6.999946	6.251371	10.305244	56.310589	13.627633	10.031658	8.026733	17.756575	6.681197	8.945597	8.183078	11.469904	12.027521	7.021959	4.252551	16.496922	14.708362	4.222976	8.781732	5.78242	7.882901	2.965038	7.883454	15.343323	29.261605	19.379652	10.677317	3.92304	5.735889	6.921326	4.118297	3.455655
hsa-miR-339-5p	7.351572	7.369887	33.224295	27.444814	33.551197	13.967958	8.081817	21.978883	31.313161	8.038116	67.554749	37.470315	73.534817	26.414104	19.646333	37.765477	11.835694	9.036562	14.641191	9.016909	19.156424	29.058461	15.454365	17.039073	11.468627	9.288849	29.569067	14.077807	23.318902	37.009428	36.274081	46.139808	20.335151	26.533996	16.265372	18.719324	12.969333	49.956538	52.548707	53.407466	19.150415	70.5634	68.059718	6.967982	21.423238	12.150636	21.006974	9.376736	5.938744	7.733618	6.225349	17.223472	20.568125	10.70742	18.609613	18.317974	7.857748	14.501905	26.654049	6.369306	6.805273	12.049105	4.71614	12.17595	3.580097	37.68683	4.639186	2.612822	6.18553	23.148906	9.685994	21.677943	34.876017	18.946653	34.36945	44.969782	4.564105	5.959803	9.453749	10.398837	93.660689	40.121993	124.277585	30.331695	32.031197	32.828712
hsa-miR-33a-3p	3.063155	0.499653	0.615265	0.852323	2.188122	2.501724	0.484909	2.107564	2.18464	0.824423	2.012269	1.356392	3.082298	3.561453	2.525957	2.087539	3.800452	1.129571	1.331017	2.113338	3.811738	2.450714	4.078236	3.448384	3.784646	1.927875	1.065552	1.533227	1.05995	1.37072	0.806091	2.157618	3.342765	2.072968	1.88584	2.235144	3.560209	5.156803	0.943182	2.496972	1.595868	1.011661	0.482693	2.177494	3.306055	2.73048	3.022585	0.125023	1.385707	2.133413	0.812002	5.555959	2.185363	2.876621	3.926798	1.017665	0	0.771378	3.006096	2.070025	2.09393	2.695195	2.161564	1.98791	1.875289	7.78315	0.601376	1.959617	3.672659	3.725111	2.869924	1.876879	2.759973	2.583635	0.945948	1.317795	0.69153	1.014434	2.701073	1.418023	3.746428	0.71328	1.638826	3.460663	0.915177	1.151885
hsa-miR-33a-5p	23.892608	4.996534	14.766353	15.341821	3.64687	12.717095	4.040908	34.323187	12.379622	7.83201	20.410158	20.515422	61.205628	32.646646	14.033095	4.744406	16.179067	2.823926	7.415668	12.257361	14.269581	14.704281	31.767305	23.327301	14.679842	22.258185	19.712711	45.439256	13.514364	7.049414	11.285269	13.277644	19.49946	30.679933	18.622672	21.792646	16.275239	35.130725	13.474027	16.230321	14.117293	12.139941	12.067326	12.919801	14.414401	13.925447	5.138396	1.875347	4.553037	17.200635	2.165339	87.506345	14.911892	13.743852	24.926637	7.85056	0.644078	0.771378	8.216661	22.77027	10.818639	3.64644	8.842761	14.288104	4.602982	30.72296	3.436435	10.614591	23.389037	7.982381	17.398915	9.009016	49.679506	27.435736	13.873907	22.237804	12.447558	3.170108	12.15482	6.617442	51.138736	3.03144	8.194127	30.738833	8.007799	0.383962
hsa-miR-33b-3p	0	0.37474	0.410176	2.55697	0	0.833908	0.646545	0.903242	1.092321	0.206106	1.437335	1.356392	1.761313	1.483938	0.841986	3.226196	0.217168	0.564785	0.950727	0.281778	3.616264	0.525153	1.717152	1.01423	1.032176	0.350522	1.598328	3.763373	1.589926	0.195817	0.604568	0.165971	1.114254	0.829187	0.94292	1.117572	2.543006	0.9669	0.404221	0.554883	0.368277	0.50583	0.965386	0.725832	0.925696	1.501764	1.209034	0.375069	0.098979	1.066706	0.812002	0.277798	0.899856	2.556995	0.682922	1.017666	0.644078	0.462827	0.400813	0.955396	1.395953	0.792705	1.179034	0.372732	0	2.457837	0.859108	1.796315	1.353085	1.596476	3.049295	0.187688	1.50544	0.36909	0.630632	0.988346	0.553224	0.507217	2.701072	3.781395	0.561964	0	0	0.814273	0	0
hsa-miR-33b-5p	3.063155	0.249827	1.230529	3.409294	0.729374	1.876293	0.808182	6.322693	0.728214	1.030529	2.87467	3.22143	4.403282	4.451815	1.683971	0.379552	1.411597	0.847179	0.950726	0.422667	2.247949	1.225357	7.727183	1.01423	2.064354	4.031009	1.33194	2.090763	1.192444	1.370719	0.201523	2.655529	1.949946	3.731342	5.18606	4.190894	0.508602	4.834503	0.404221	2.080811	0.491036	1.264577	0.482693	4.209823	2.512601	0.955668	0.604517	0.125023	0.890811	1.733397	0.541335	10.000725	1.414059	0.799061	0.682921	1.163046	0.386447	0.462827	0.801626	2.547723	1.22146	1.585408	0.393012	3.478843	0.340962	2.867476	1.374574	0.653205	2.126276	0.798238	1.255591	0.656908	3.261786	2.091513	4.099108	2.800316	4.564104	2.028868	3.601429	1.418023	5.994284	0	0.546275	2.646389	0.228794	0
